<RUS> Aaron_S._Daggett | award | Purple_Heart
<RUS> Amarillo,_Texas | isPartOf | Potter_County,_Texas
<RUS> Anaheim,_California | elevationAboveTheSeaLevel | 48.0
<RUS> Anderson,_Indiana | isPartOf | Anderson_Township,_Madison_County,_Indiana
<RUS> Anderson,_Indiana | isPartOf | Fall_Creek_Township,_Madison_County,_Indiana
<RUS> Anderson,_Indiana | isPartOf | Union_Township,_Madison_County,_Indiana
<RUS> Ann_Arbor,_Michigan | populationDensity | 1580.7 (inhabitants per square kilometre)
<RUS> Atlanta | country | United_States
<RUS> Atlanta | isPartOf | Georgia_(U.S._state)
<RUS> Attica,_Indiana | isPartOf | Indiana
<RUS> Auburn,_Alabama | country | United_States
<RUS> Auburn,_Alabama | country | United_States
<RUS> Austin,_Texas | areaOfLand | 686.0 (square kilometres)
<RUS> Austin,_Texas | country | United_States
<RUS> Austin,_Texas | country | United_States
<RUS> Austin,_Texas | isPartOf | Texas
<RUS> Indiana | capital | Indianapolis
<RUS> Michigan | country | United_States
<RUS> Texas | language | English_language
<RUS> United_States | demonym | Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> Akron,_Ohio | country | United_States
<RUS> Albany,_Oregon | isPartOf | Oregon
<RUS> Albuquerque,_New_Mexico | leaderTitle | United_States_House_of_Representatives
<RUS> Amarillo,_Texas | isPartOf | Texas
<RUS> Anaheim,_California | isPartOf | California
<RUS> Anaheim,_California | isPartOf | Orange_County,_California
<RUS> Anderson,_Indiana | isPartOf | Adams_Township,_Madison_County,_Indiana
<RUS> Antioch,_California | elevationAboveTheSeaLevel | 13.0
<RUS> Arlington,_Texas | elevationAboveTheSeaLevel | 184.0
<RUS> Arlington,_Texas | isPartOf | Texas
<RUS> Atlanta | country | United_States
<RUS> Atlantic_City,_New_Jersey | country | United_States
<RUS> Atlantic_City,_New_Jersey | country | United_States
<RUS> Atlantic_City,_New_Jersey | isPartOf | Atlantic_County,_New_Jersey
<RUS> Atlantic_City,_New_Jersey | populationDensity | 1421.2 (inhabitants per square kilometre)
<RUS> Auburn,_Washington | isPartOf | Pierce_County,_Washington
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | Native_Americans_in_the_United_States
<RUS> United_States | ethnicGroup | Native_Americans_in_the_United_States
<RUS> United_States | language | English_language
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> Abilene,_Texas | country | United_States
<RUS> Abilene,_Texas | country | United_States
<RUS> Abilene,_Texas | country | United_States
<RUS> Abilene,_Texas | country | United_States
<RUS> Abilene,_Texas | isPartOf | Jones_County,_Texas
<RUS> Abilene,_Texas | isPartOf | Jones_County,_Texas
<RUS> Abilene,_Texas | isPartOf | Taylor_County,_Texas
<RUS> Abilene,_Texas | isPartOf | Texas
<RUS> Abilene,_Texas | isPartOf | Texas
<RUS> Abilene,_Texas | populationDensity | 429.9 (inhabitants per square kilometre)
<RUS> Akron,_Ohio | isPartOf | United_States
<RUS> Akron,_Ohio | isPartOf | United_States
<RUS> Akron,_Ohio | populationDensity | 1239.3 (inhabitants per square kilometre)
<RUS> Alabama | country | United_States
<RUS> Albany,_Georgia | country | United_States
<RUS> Albany,_Georgia | country | United_States
<RUS> Albany,_Georgia | isPartOf | Georgia_(U.S._state)
<RUS> Albany,_Georgia | populationDensity | 535.0 (inhabitants per square kilometre)
<RUS> Albany,_Oregon | areaTotal | 45.97 (square kilometres)
<RUS> Albany,_Oregon | country | United_States
<RUS> Albany,_Oregon | country | United_States
<RUS> Albany,_Oregon | isPartOf | Benton_County,_Oregon
<RUS> Albuquerque,_New_Mexico | areaOfLand | 486.2 (square kilometres)
<RUS> Albuquerque,_New_Mexico | country | United_States
<RUS> Albuquerque,_New_Mexico | isPartOf | Bernalillo_County,_New_Mexico
<RUS> Albuquerque,_New_Mexico | leaderTitle | Albuquerque_City_Council
<RUS> Albuquerque,_New_Mexico | leaderTitle | Mayor
<RUS> Albuquerque,_New_Mexico | leaderTitle | Mayor_of_Albuquerque
<RUS> Albuquerque,_New_Mexico | leaderTitle | New_Mexico_House_of_Representatives
<RUS> Albuquerque,_New_Mexico | leaderTitle | New_Mexico_House_of_Representatives
<RUS> Albuquerque,_New_Mexico | leaderTitle | New_Mexico_Senate
<RUS> Albuquerque,_New_Mexico | populationDensity | 1142.3 (inhabitants per square kilometre)
<RUS> Alexandria,_Indiana | isPartOf | Indiana
<RUS> Alexandria,_Indiana | isPartOf | Madison_County,_Indiana
<RUS> Alpharetta,_Georgia | areaTotal | 55.4 (square kilometres)
<RUS> Alpharetta,_Georgia | country | United_States
<RUS> Alpharetta,_Georgia | country | United_States
<RUS> Alpharetta,_Georgia | country | United_States
<RUS> Alpharetta,_Georgia | country | United_States
<RUS> Alpharetta,_Georgia | country | United_States
<RUS> Alpharetta,_Georgia | country | United_States
<RUS> Alpharetta,_Georgia | country | United_States
<RUS> Amarillo,_Texas | country | United_States
<RUS> Amarillo,_Texas | country | United_States
<RUS> Amarillo,_Texas | country | United_States
<RUS> Amarillo,_Texas | isPartOf | Potter_County,_Texas
<RUS> Amarillo,_Texas | isPartOf | Randall_County,_Texas
<RUS> Amarillo,_Texas | isPartOf | Randall_County,_Texas
<RUS> Amarillo,_Texas | isPartOf | Texas
<RUS> Amarillo,_Texas | populationDensity | 746.0 (inhabitants per square kilometre)
<RUS> Anaheim,_California | UTCOffset | "-7"
<RUS> Anaheim,_California | UTCOffset | "-8"
<RUS> Anaheim,_California | areaCode | 657, 714
<RUS> Anaheim,_California | areaCode | 657
<RUS> Anaheim,_California | areaOfWater | 25.2 (square kilometres)
<RUS> Anaheim,_California | country | United_States
<RUS> Anaheim,_California | isPartOf | California
<RUS> Anaheim,_California | isPartOf | California
<RUS> Anaheim,_California | isPartOf | California
<RUS> Anaheim,_California | isPartOf | Orange_County,_California
<RUS> Anaheim,_California | isPartOf | Orange_County,_California
<RUS> Anaheim,_California | isPartOf | Orange_County,_California
<RUS> Anaheim,_California | isPartOf | Orange_County,_California
<RUS> Anaheim,_California | leaderTitle | California_State_Assembly
<RUS> Anaheim,_California | leaderTitle | California_State_Senate
<RUS> Anderson,_Indiana | areaTotal | 107.43 (square kilometres)
<RUS> Anderson,_Indiana | isPartOf | Adams_Township,_Madison_County,_Indiana
<RUS> Anderson,_Indiana | isPartOf | Indiana
<RUS> Anderson,_Indiana | isPartOf | Lafayette_Township,_Madison_County,_Indiana
<RUS> Anderson,_Indiana | isPartOf | Richland_Township,_Madison_County,_Indiana
<RUS> Angola,_Indiana | areaTotal | 16.55 (square kilometres)
<RUS> Angola,_Indiana | country | United_States
<RUS> Angola,_Indiana | isPartOf | Indiana
<RUS> Angola,_Indiana | isPartOf | United_States
<RUS> Angola,_Indiana | isPartOf | United_States
<RUS> Antioch,_California | isPartOf | California
<RUS> Antioch,_California | isPartOf | California
<RUS> Antioch,_California | isPartOf | California
<RUS> Antioch,_California | isPartOf | California
<RUS> Antioch,_California | isPartOf | Contra_Costa_County,_California
<RUS> Antioch,_California | isPartOf | Contra_Costa_County,_California
<RUS> Arlington,_Texas | isPartOf | Tarrant_County,_Texas
<RUS> Arlington,_Texas | isPartOf | Tarrant_County,_Texas
<RUS> Arlington,_Texas | isPartOf | Tarrant_County,_Texas
<RUS> Arlington,_Texas | isPartOf | Tarrant_County,_Texas
<RUS> Arlington,_Texas | isPartOf | Texas
<RUS> Arlington,_Texas | populationDensity | 1472.0 (inhabitants per square kilometre)
<RUS> Atlanta | areaOfLand | 344.9 (square kilometres)
<RUS> Atlanta | country | United_States
<RUS> Atlanta | country | United_States
<RUS> Atlanta | country | United_States
<RUS> Atlanta | country | United_States
<RUS> Atlanta | country | United_States
<RUS> Atlanta | country | United_States
<RUS> Atlanta | isPartOf | "Georgia"
<RUS> Atlanta | isPartOf | DeKalb_County,_Georgia
<RUS> Atlanta | isPartOf | DeKalb_County,_Georgia
<RUS> Atlanta | isPartOf | Fulton_County,_Georgia
<RUS> Atlanta | isPartOf | Georgia_(U.S._state)
<RUS> Atlanta | populationDensity | 1299.0 (inhabitants per square kilometre)
<RUS> Atlantic_City,_New_Jersey | country | United_States
<RUS> Atlantic_City,_New_Jersey | country | United_States
<RUS> Atlantic_City,_New_Jersey | country | United_States
<RUS> Atlantic_City,_New_Jersey | country | United_States
<RUS> Atlantic_City,_New_Jersey | country | United_States
<RUS> Attica,_Indiana | areaTotal | 4.14 (square kilometres)
<RUS> Attica,_Indiana | country | United_States
<RUS> Attica,_Indiana | country | United_States
<RUS> Attica,_Indiana | country | United_States
<RUS> Attica,_Indiana | country | United_States
<RUS> Attica,_Indiana | isPartOf | United_States
<RUS> Auburn,_Alabama | areaTotal | 140.8 (square kilometres)
<RUS> Auburn,_Alabama | country | United_States
<RUS> Auburn,_Alabama | country | United_States
<RUS> Auburn,_Alabama | country | United_States
<RUS> Auburn,_Alabama | country | United_States
<RUS> Auburn,_Alabama | isPartOf | Lee_County,_Alabama
<RUS> Auburn,_Washington | country | United_States
<RUS> Auburn,_Washington | country | United_States
<RUS> Auburn,_Washington | isPartOf | Pierce_County,_Washington
<RUS> Auburn,_Washington | isPartOf | Washington_(state)
<RUS> Auburn,_Washington | isPartOf | Washington_(state)
<RUS> Auburn,_Washington | isPartOf | Washington_(state)
<RUS> Auburn,_Washington | populationDensity | 914.8 (inhabitants per square kilometre)
<RUS> Austin,_Texas | country | United_States
<RUS> Austin,_Texas | country | United_States
<RUS> Austin,_Texas | country | United_States
<RUS> Austin,_Texas | country | United_States
<RUS> Austin,_Texas | country | United_States
<RUS> Austin,_Texas | isPartOf | Hays_County,_Texas
<RUS> Austin,_Texas | isPartOf | Texas
<RUS> Austin,_Texas | populationDensity | 1296.65 (inhabitants per square kilometre)
<RUS> California | language | Chinese_language
<RUS> California | language | English_language
<RUS> DeKalb_County,_Georgia | largestCity | Dunwoody,_Georgia
<RUS> Fountain_County,_Indiana | country | United_States
<RUS> Fulton_County,_Georgia | country | United_States
<RUS> Fulton_County,_Georgia | largestCity | Atlanta
<RUS> Georgia_(U.S._state) | country | United_States
<RUS> Indiana | capital | Indianapolis
<RUS> Indiana | capital | Indianapolis
<RUS> King_County,_Washington | country | United_States
<RUS> Madison_County,_Indiana | country | United_States
<RUS> Madison_County,_Indiana | country | United_States
<RUS> Michigan | capital | Lansing,_Michigan
<RUS> Michigan | largestCity | Detroit
<RUS> Monroe_Township,_Madison_County,_Indiana | country | United_States
<RUS> New_Jersey | country | United_States
<RUS> New_Jersey | largestCity | Newark,_New_Jersey
<RUS> Texas | capital | Austin,_Texas
<RUS> Texas | language | Spanish_language
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | capital | Washington,_D.C.
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | ethnicGroup | Native_Americans_in_the_United_States
<RUS> United_States | ethnicGroup | Native_Americans_in_the_United_States
<RUS> United_States | ethnicGroup | Native_Americans_in_the_United_States
<RUS> United_States | ethnicGroup | Native_Americans_in_the_United_States
<RUS> United_States | ethnicGroup | Native_Americans_in_the_United_States
<RUS> United_States | ethnicGroup | White_Americans
<RUS> United_States | language | English_language
<RUS> United_States | language | English_language
<RUS> United_States | language | English_language
<RUS> United_States | language | English_language
<RUS> United_States | leader | Barack_Obama
<RUS> United_States | leader | Barack_Obama
<RUS> United_States | leader | Barack_Obama
<RUS> United_States_House_of_Representatives | isPartOf | United_States_Congress
<RUS> Washtenaw_County,_Michigan | country | United_States
<RUS> Williamson_County,_Texas | largestCity | Round_Rock,_Texas
<RUS> (66063)_1998_RO1 | epoch | 2013-11-04
<RUS> (66391)_1999_KW4 | epoch | 2004-07-14
<RUS> 101_Helena | discoverer | James_Craig_Watson
<RUS> 101_Helena | discoverer | James_Craig_Watson
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 107_Camilla | discoverer | F._Vilas
<RUS> 107_Camilla | discoverer | N._R._Pogson
<RUS> 1089_Tama | epoch | 2005-11-26
<RUS> 1097_Vicia | epoch | 2006-12-31
<RUS> 10_Hygiea | epoch | 2015-06-27
<RUS> (19255)_1994_VK8 | epoch | 2006-12-31
<RUS> 101_Helena | discoverer | James_Craig_Watson
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 103_Hera | discoverer | James_Craig_Watson
<RUS> 103_Hera | discoverer | James_Craig_Watson
<RUS> 107_Camilla | discoverer | B._Zellner
<RUS> 107_Camilla | discoverer | C._Woods
<RUS> 107_Camilla | discoverer | N._R._Pogson
<RUS> 1101_Clematis | epoch | 2006-12-31
<RUS> 11264_Claudiomaccone | epoch | 2005-11-26
<RUS> (15788)_1993_SB | discoverer | Donal_O'Ceallaigh
<RUS> (15788)_1993_SB | discoverer | Iwan_P._Williams
<RUS> (15788)_1993_SB | epoch | 2006-03-06
<RUS> (15788)_1993_SB | orbitalPeriod | 7729430000.0
<RUS> (19255)_1994_VK8 | epoch | 2006-12-31
<RUS> (19255)_1994_VK8 | epoch | 2006-12-31
<RUS> (29075)_1950_DA | discoverer | Carl_A._Wirtanen
<RUS> (410777)_2009_FD | discoverer | Spacewatch
<RUS> (410777)_2009_FD | mass | 8.3 (kilograms)
<RUS> (410777)_2009_FD | orbitalPeriod | 39447000.0
<RUS> (66063)_1998_RO1 | discoverer | Lincoln_Near-Earth_Asteroid_Research
<RUS> (66063)_1998_RO1 | epoch | 2013-11-04
<RUS> (66063)_1998_RO1 | formerName | "1999 SN5"
<RUS> (66063)_1998_RO1 | meanTemperature | 265.0 (kelvins)
<RUS> (66063)_1998_RO1 | orbitalPeriod | 360.29 (days)
<RUS> (66391)_1999_KW4 | epoch | 2004-07-14
<RUS> (66391)_1999_KW4 | epoch | 2004-07-14
<RUS> 1000_Piazzia | epoch | 2015-06-27
<RUS> 1000_Piazzia | epoch | 2015-06-27
<RUS> 1000_Piazzia | mass | 1.1 (kilograms)
<RUS> 1001_Gaussia | discoverer | Sergey_Belyavsky
<RUS> 1001_Gaussia | discoverer | Sergey_Belyavsky
<RUS> 1001_Gaussia | discoverer | Sergey_Belyavsky
<RUS> 101_Helena | discoverer | James_Craig_Watson
<RUS> 101_Helena | discoverer | James_Craig_Watson
<RUS> 101_Helena | discoverer | James_Craig_Watson
<RUS> 101_Helena | discoverer | James_Craig_Watson
<RUS> 101_Helena | discoverer | James_Craig_Watson
<RUS> 101_Helena | epoch | 2006-12-31
<RUS> 101_Helena | epoch | 2006-12-31
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 103_Hera | discoverer | James_Craig_Watson
<RUS> 103_Hera | discoverer | James_Craig_Watson
<RUS> 103_Hera | discoverer | James_Craig_Watson
<RUS> 103_Hera | discoverer | James_Craig_Watson
<RUS> 103_Hera | discoverer | James_Craig_Watson
<RUS> 103_Hera | discoverer | James_Craig_Watson
<RUS> 103_Hera | epoch | 2011-08-27
<RUS> 103_Hera | epoch | 2011-08-27
<RUS> 107_Camilla | discoverer | A._Storrs
<RUS> 107_Camilla | discoverer | E._Wells
<RUS> 107_Camilla | discoverer | N._R._Pogson
<RUS> 107_Camilla | discoverer | N._R._Pogson
<RUS> 107_Camilla | discoverer | N._R._Pogson
<RUS> 107_Camilla | discoverer | N._R._Pogson
<RUS> 1089_Tama | epoch | 2005-11-26
<RUS> 1089_Tama | epoch | 2005-11-26
<RUS> 1089_Tama | epoch | 2005-11-26
<RUS> 1089_Tama | epoch | 2005-11-26
<RUS> 1089_Tama | epoch | 2005-11-26
<RUS> 1089_Tama | formerName | "A894 VA; A904 VD;"
<RUS> 1097_Vicia | epoch | 2006-12-31
<RUS> 1097_Vicia | epoch | 2006-12-31
<RUS> 1097_Vicia | epoch | 2006-12-31
<RUS> 1099_Figneria | epoch | 2006-12-31
<RUS> 1099_Figneria | epoch | 2006-12-31
<RUS> 1099_Figneria | epoch | 2006-12-31
<RUS> 1099_Figneria | epoch | 2006-12-31
<RUS> 109_Felicitas | epoch | 2006-12-31
<RUS> 109_Felicitas | epoch | 2006-12-31
<RUS> 109_Felicitas | epoch | 2006-12-31
<RUS> 109_Felicitas | mass | 7.5 (kilograms)
<RUS> 10_Hygiea | averageSpeed | 16.76 (kilometrePerSeconds)
<RUS> 10_Hygiea | averageSpeed | 16.76 (kilometrePerSeconds)
<RUS> 10_Hygiea | discoverer | Annibale_de_Gasparis
<RUS> 10_Hygiea | epoch | 2015-06-27
<RUS> 10_Hygiea | formerName | "A900 GA"
<RUS> 1101_Clematis | epoch | 2006-12-31
<RUS> 1101_Clematis | epoch | 2006-12-31
<RUS> 1101_Clematis | epoch | 2006-12-31
<RUS> 110_Lydia | epoch | 2006-12-31
<RUS> 110_Lydia | epoch | 2006-12-31
<RUS> 110_Lydia | mass | 6.7 (kilograms)
<RUS> 110_Lydia | mass | 6.7 (kilograms)
<RUS> 11264_Claudiomaccone | averageSpeed | 18.29 (kilometrePerSeconds)
<RUS> 11264_Claudiomaccone | averageSpeed | 18.29 (kilometrePerSeconds)
<RUS> 11264_Claudiomaccone | epoch | 2005-11-26
<RUS> 11264_Claudiomaccone | epoch | 2005-11-26
<RUS> Aaron_S._Daggett | award | Purple_Heart
<RUS> Aaron_S._Daggett | battles | Battle_of_Gettysburg
<RUS> Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu
<RUS> Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu
<RUS> Abdulsalami_Abubakar | inOfficeWhileVicePresident | Mike_Akhigbe
<RUS> Abdulsalami_Abubakar | office (workedAt, workedAs) | Chief_of_the_Defence_Staff_(Nigeria)
<RUS> Abdulsalami_Abubakar | office (workedAt, workedAs) | Chief_of_the_Defence_Staff_(Nigeria)
<RUS> Abel_Caballero | birthPlace | Galicia_(Spain)
